MajorAxisLength,MinorAxisLength,ConvexArea,Perimeter,Area_imputed,Eccentricity_imputed,Extent_imputed,target
346.3389582,219.6843649,62380,991.612,58650.0,0.773083296,0.660287081,0
387.5169377,326.8987235,100747,1176.6,98935.0,0.537014933,0.740420596,0
396.8075663,251.9449198,79970,1100.836,77587.0,0.772569894,0.703864647,0
843.9566534,323.1905688,221396,2253.557,180898.0,0.923770364,0.454188929,0
390.707154,235.6868033,73002,1034.183,71266.0,0.797566261,0.66062887,0
267.5569406,188.7651659,40472,755.822,39457.0,0.708695988,0.697576154,0
267.5537786,173.5251032,37418,750.909,35237.0,0.761162183,0.706832223,0
301.8003982,210.4672152,50835,867.582,49059.0,0.716709132,0.698607314,0
319.0720226,217.6957013,55392,889.626,53896.0,0.731093185,0.745944749,0
325.341425,225.1150238,58697,933.896,56469.0,0.721960082,0.685736144,0
422.2791325,260.2106227,87057,1140.684,85156.0,0.7875856,0.702560887,0
361.2553722,238.2264457,68626,989.016,67044.0,0.751756706,0.756943504,0
331.4511469,206.7595988,55774,934.547,52243.0,0.781583108,0.714434188,0
269.4020207,185.7275682,40147,769.242,38968.0,0.724374455,0.737583283,0
360.0734473,282.7390316,81032,1045.658,79661.0,0.619209281,0.779156886,0
329.2425655,233.7746492,60580,920.573,59282.0,0.704163616,0.725925745,0
305.784503,202.4661938,49877,860.548,48177.0,0.74939737,0.677642591,0
342.8963104,280.1155681,75898,1012.365,74904.0,0.57676457,0.731741628,0
424.2783146,245.5074738,83143,1114.736,81581.0,0.81557794,0.762382252,0
376.1911744,199.7971077,59968,978.85,57820.0,0.847305856,0.714780201,0
309.9716571,241.3665105,58954,911.857,57808.0,0.627430162,0.710346522,0
353.1546092,204.126836,57396,973.259,55306.0,0.816029801,0.743990207,0
347.1551548,222.109478,61585,966.329,59459.0,0.768542385,0.709619286,0
319.7903082,178.6479431,45872,842.121,44247.0,0.829409642,0.677637221,0
269.3704112,239.1621656,51456,872.289,48945.0,0.460121209,0.711244478,0
343.6762094,261.9884386,71726,1035.022,68864.0,0.64720992,0.698347024,0
396.7059122,269.7628551,84981,1115.811,82826.0,0.733205484,0.745434745,0
331.5384446,253.2429662,66783,975.425,65396.0,0.645403364,0.764829716,0
393.716176,265.8146124,84964,1187.338,81572.0,0.737687128,0.698270844,0
322.5040186,176.7089727,46531,883.973,44367.0,0.836525515,0.732999603,0
328.289568,202.1603698,52772,877.799,51448.0,0.787903331,0.704805743,0
286.8713324,227.1597173,51771,847.664,50545.0,0.610712677,0.835454545,0
448.1210966,276.607844,99085,1259.451,94063.0,0.786758156,0.70929382,0
413.0345598,261.6430865,86242,1144.973,84129.0,0.773771049,0.713834797,0
410.9979193,250.2207874,83306,1154.54,79735.0,0.793313932,0.749044143,0
390.207341,294.7622385,91793,1136.669,90176.0,0.65526509,0.762549046,0
356.4260216,224.163105,65298,1013.202,61492.0,0.777470812,0.690843725,0
367.5260058,277.2241619,81603,1075.271,79532.0,0.656532102,0.735114151,0
354.9636669,254.4527709,71843,1051.02,69302.0,0.697235919,0.701153379,0
320.4425614,213.8574996,54116,923.19,52266.0,0.744715834,0.684289081,0
288.6310651,226.6304906,52396,855.997,51180.0,0.619253764,0.737442725,0
333.7034529,226.9512079,59520,977.425,55787.0,0.733120775,0.688592377,0
411.2070534,303.2324524,99609,1223.904,96064.0,0.675434094,0.731331126,0
351.8052608,198.4175196,55960,930.627,54316.0,0.825776045,0.655895281,0
326.0111541,278.1026598,72330,993.05,70941.0,0.521834977,0.76010929,0
293.5806697,243.4806344,57633,900.109,55770.0,0.558731929,0.740165631,0
299.8185828,205.2960945,48900,861.179,47478.0,0.72879271,0.720914695,0
473.2866901,238.7384529,90297,1193.28,88197.0,0.863454506,0.658456829,0
355.310549,270.7408973,76287,1048.675,74728.0,0.647596035,0.766676926,0
362.6507703,249.4037249,71954,1003.769,70788.0,0.725972018,0.7461579,0
318.0989115,197.4955028,50468,875.174,48894.0,0.783919938,0.663815575,0
313.7032602,213.6317375,53550,893.451,52051.0,0.732283957,0.695051277,0
336.1488879,204.3070754,55288,922.011,53270.0,0.794099752,0.693692051,0
354.43108,207.5949862,59307,953.496,57227.0,0.810518333,0.649981827,0
455.9715909,273.0538098,99561,1212.667,97026.0,0.800869044,0.671204732,0
368.7395425,205.7578712,61496,998.437,58495.0,0.829838749,0.630103195,0
359.5316125,193.4008772,57197,965.068,53758.0,0.842992995,0.710295439,0
461.1445532,306.899065,112150,1252.875,110616.0,0.74638361,0.752397666,0
281.4314214,224.4858963,50672,845.128,49175.0,0.603110639,0.727613045,0
348.2232313,197.7528973,56089,938.705,53698.0,0.823103652,0.731341251,0
408.940773,231.2190014,75540,1096.751,73125.0,0.824810334,0.656512605,0
308.3589121,208.8552452,51555,851.632,50445.0,0.735695738,0.723225806,0
303.5552029,199.4459327,48077,847.792,46742.0,0.753861393,0.70526284,0
393.3989966,228.722883,72170,1066.388,69317.0,0.813616588,0.661674303,0
392.6515582,246.0756721,77118,1073.768,75314.0,0.779258691,0.704712179,0
339.1147492,206.6458262,56175,922.878,54428.0,0.792887194,0.723391813,0
286.2315627,180.4373603,41446,790.531,39509.0,0.776279027,0.722972478,0
342.2503611,249.5505,68078,993.455,66568.0,0.684358117,0.759917351,0
290.5883604,203.3191422,48142,879.832,45264.0,0.714455428,0.656913967,0
336.312888,222.6097658,59311,925.795,57980.0,0.74958095,0.777295152,0
368.730119,262.4744722,77454,1051.266,75114.0,0.702348195,0.740915368,0
362.6408695,279.0908401,80355,1071.385,78991.0,0.638518237,0.708897225,0
364.2255696,269.5167915,78443,1070.053,76253.0,0.672637467,0.724287614,0
423.844374,253.809071,86345,1153.434,83229.0,0.800879085,0.653494033,0
251.1333844,235.3680757,47173,810.195,45962.0,0.348729642,0.742280362,0
344.737416,215.1097845,59834,950.721,57766.0,0.78143908,0.737582676,0
252.748198,202.2643597,41860,791.464,39669.0,0.599652719,0.663039663,0
316.841636,167.3283344,42965,846.833,41050.0,0.849173815,0.641185842,0
311.5249871,197.090849,49237,857.776,47771.0,0.774425873,0.683409393,0
301.845898,228.5166995,55158,906.666,53389.0,0.653340582,0.715746997,0
392.3626656,239.1884853,75653,1075.279,73319.0,0.792700937,0.709568466,0
463.3578718,257.9511277,95560,1252.762,91831.0,0.830713904,0.710370382,0
397.9614266,239.7987804,73864,1101.502,71452.0,0.798067621,0.751833496,0
353.0016249,219.6829418,61834,978.631,59970.0,0.782756248,0.755822747,0
325.2398678,208.9148245,54510,928.217,51683.0,0.766419171,0.728442565,0
268.1253606,199.6354013,42505,798.515,41283.0,0.667555617,0.732383622,0
436.985567,271.5787847,94693,1183.447,92735.0,0.783428223,0.704122154,0
297.2593228,194.7602777,46921,848.487,44627.0,0.755467225,0.67518458,0
411.3973639,262.9740989,85978,1157.001,84260.0,0.769022556,0.686782733,0
350.4871954,216.6793239,61643,988.273,59076.0,0.786002573,0.645498252,0
345.4854484,222.3818455,60701,948.233,58741.0,0.765295307,0.714819412,0
411.8885236,216.8939999,70932,1097.292,68627.0,0.850122963,0.738242255,0
349.2261695,191.8173343,53893,912.259,51941.0,0.835648938,0.708995359,0
394.2783917,253.21136,82746,1127.409,77161.0,0.766524847,0.671900035,0
382.2899916,288.7584072,88056,1139.446,85105.0,0.655334662,0.776944987,0
297.6969009,226.2519485,53588,862.778,52508.0,0.649914023,0.756163594,0
251.8477358,208.4681478,41594,777.663,39941.0,0.561090145,0.70757157,0
306.5739068,204.2806212,50298,848.422,48693.0,0.745653394,0.740127679,0
441.224088,255.6622254,90905,1176.287,87858.0,0.815015963,0.708726586,0
373.9240984,233.2332051,71102,1024.993,67718.0,0.781628075,0.736994471,0
333.0124213,247.8885463,65403,953.445,63968.0,0.66775371,0.756999834,0
333.7059198,169.3095334,45669,867.446,43461.0,0.861733321,0.677934111,0
381.3486543,273.8100991,82807,1057.448,81546.0,0.696038327,0.711719732,0
296.5221609,188.1957136,45174,817.41,43563.0,0.772777753,0.696283865,0
280.7576527,166.5935504,37401,747.161,36145.0,0.804928834,0.812265444,0
316.4840294,234.2836291,58976,906.829,57741.0,0.672309707,0.712711069,0
372.8219867,237.6598183,70649,1015.771,69024.0,0.770481865,0.721042955,0
421.1618485,241.6404129,81442,1102.423,78982.0,0.819032478,0.753436549,0
401.9300875,249.8313709,79677,1059.644,78240.0,0.783351347,0.757992637,0
384.9699031,289.4539006,88336,1094.59,87036.0,0.659291894,0.727896163,0
232.4278475,208.1520065,38874,734.102,37569.0,0.44495009,0.794371379,0
441.9342925,231.7175312,81718,1120.963,79748.0,0.851517765,0.738448432,0
307.7069822,186.0924236,45285,820.714,44156.0,0.796399015,0.633605969,0
392.9101168,284.1790677,89605,1122.16,87302.0,0.690568105,0.73824584,0
373.8031053,237.1945766,70719,1001.236,69312.0,0.77288661,0.706155633,0
350.1278744,315.7195205,87512,1070.062,86545.0,0.432307345,0.785886818,0
337.0434753,231.8092351,62511,966.438,59729.0,0.725926293,0.683711081,0
336.5840696,227.9495391,60648,916.044,59822.0,0.735758503,0.700286801,0
334.8459883,243.2364806,64925,945.523,63452.0,0.687258427,0.735317295,0
333.7476396,243.540245,63641,958.627,61996.0,0.683752754,0.673137894,0
391.227169,245.5420203,77508,1063.377,74763.0,0.778519786,0.686113099,0
401.072302,235.8289934,75563,1050.909,73193.0,0.808863683,0.740115679,0
344.9045201,249.0897821,69240,1001.714,66508.0,0.691685086,0.703014672,0
379.9250258,252.6171178,76154,1040.788,74849.0,0.746920746,0.735392657,0
274.4450783,180.9575592,39926,762.439,38585.0,0.751829118,0.696593309,0
339.7334965,234.0242375,64027,975.553,61377.0,0.724907214,0.705612526,0
259.4226253,198.4655312,40765,763.979,39547.0,0.643997206,0.733384022,0
301.7807071,212.326943,50857,834.328,49998.0,0.710615819,0.779294866,0
294.7482868,217.913109,50732,869.795,49063.0,0.673354968,0.658811365,0
343.7885277,177.1367946,48476,891.528,46961.0,0.857040355,0.61463255,0
372.6991236,196.9761351,58786,949.936,57271.0,0.848925537,0.769151222,0
347.3439411,218.1227905,60379,944.879,58909.0,0.778234722,0.704257176,0
321.8844382,206.1461473,53944,898.546,51336.0,0.768012151,0.742600897,0
324.5569613,247.707867,64021,947.541,62422.0,0.646140518,0.716062129,0
331.0510122,189.9172045,49996,883.044,48447.0,0.819079815,0.625615,0
376.6624701,221.6551009,67510,1057.897,64364.0,0.808518015,0.654744466,0
414.7180727,229.5557698,76912,1131.096,72915.0,0.832834246,0.679771405,0
290.458237,219.4182435,51029,869.188,49414.0,0.65523977,0.711033729,0
291.1972864,203.0202207,48658,875.764,45723.0,0.716885111,0.648829289,0
371.3536275,226.9099341,67847,1048.186,64988.0,0.79160385,0.67011755,0
293.408498,247.7165958,58143,904.508,56709.0,0.535914821,0.778285573,0
438.6343535,275.5829735,95750,1198.259,93559.0,0.777991385,0.687069934,0
398.326553,265.4181085,85615,1113.144,81916.0,0.74565434,0.663072689,0
406.9762258,255.2178271,81976,1110.378,79274.0,0.778932753,0.708385459,0
446.4304557,260.3787541,92630,1216.535,88724.0,0.812295614,0.656529107,0
374.4662312,227.5389974,68018,1020.029,65469.0,0.794215984,0.714438491,0
340.9827093,289.15047,79230,1065.191,75799.0,0.530009681,0.741100324,0
383.9821631,258.1339883,79198,1056.74,76741.0,0.740319531,0.745202952,0
344.2908319,204.4966891,56526,931.43,54219.0,0.804490914,0.688495238,0
283.5042387,242.1139544,54860,895.745,52693.0,0.520265279,0.737749216,0
441.5288902,248.3743168,87728,1169.983,84539.0,0.826775225,0.687577266,0
264.5151675,168.9830565,36516,750.365,34559.0,0.769339036,0.664187423,0
302.3473906,213.3645111,52250,877.43,49715.0,0.708517498,0.650107229,0
243.0382802,210.1140569,40598,737.468,39716.0,0.502579995,0.779432833,0
264.9672544,225.842499,47739,799.991,46845.0,0.52298617,0.759090614,0
358.3657191,189.2067438,54649,929.471,52547.0,0.849262336,0.703402763,0
310.6748925,178.3232873,44753,870.063,41593.0,0.818864551,0.572669696,0
294.624132,197.5565774,47486,849.225,44460.0,0.741875489,0.647425443,0
317.3482375,211.0255917,53531,895.04,51145.0,0.746874181,0.710051367,0
323.8592139,175.1857446,46785,877.02,43345.0,0.841066464,0.649275753,0
331.3506586,213.1674456,56076,931.117,53987.0,0.765589944,0.673221768,0
368.6379093,209.1269246,61469,968.36,59514.0,0.823513752,0.755157975,0
380.3703785,288.2561589,87052,1094.576,85739.0,0.652451831,0.762151543,0
313.3863101,232.2824399,58701,929.115,56096.0,0.671282476,0.711769781,0
300.0971584,201.2063136,49996,907.025,46120.0,0.741936124,0.628971988,0
333.9700499,222.2744566,58991,926.255,57676.0,0.746351424,0.688668657,0
352.3686704,227.8641444,64811,1004.245,62064.0,0.762774955,0.650566038,0
305.3972558,212.2734472,52016,868.951,50274.0,0.718938975,0.687507692,0
362.1373458,277.0098428,80872,1110.44,77225.0,0.644113015,0.732483472,0
259.8962651,225.6562198,47266,813.276,45598.0,0.496118267,0.741286253,0
283.987539,175.4205147,39765,770.59,38545.0,0.786409924,0.760436395,0
246.7636115,212.635393,42795,793.005,39439.0,0.507423663,0.646827284,0
416.7127171,230.5595405,78032,1095.055,74109.0,0.832994182,0.706459362,0
296.7883761,184.1913772,43362,804.559,41755.0,0.784115281,0.691330839,0
369.3997455,213.6196205,63117,966.493,61463.0,0.81583235,0.786776754,0
300.906335,185.8512318,44836,802.261,43743.0,0.786462407,0.670082721,0
346.0510824,275.5139073,76355,1050.012,73499.0,0.605079015,0.73124602,0
289.2593164,179.2233834,41209,761.949,40403.0,0.784922337,0.722204347,0
348.2887882,232.8200404,63897,979.447,62343.0,0.743740567,0.705620699,0
296.8792842,212.0277194,48762,860.58,46008.0,0.699953594,0.69527897,0
271.6466724,205.1640687,44535,785.843,43495.0,0.655424446,0.754021912,0
327.1109948,199.5409197,52462,875.267,50649.0,0.792393852,0.766294481,0
349.0264129,226.8031,63504,974.079,61235.0,0.760091178,0.718720657,0
395.1000971,256.9649659,80973,1092.709,78883.0,0.759609525,0.678446719,0
367.4839462,205.0210803,59845,945.191,58734.0,0.829904913,0.757476883,0
388.4547229,224.7316909,70347,1042.257,68253.0,0.815662968,0.746130132,0
394.3975005,203.1386868,64722,1004.349,62401.0,0.857153654,0.740084919,0
397.3381636,234.8282406,74242,1037.399,73046.0,0.806669001,0.690650883,0
300.9544323,234.38957,56851,893.644,54968.0,0.627246499,0.75133953,0
452.7756953,245.2199818,86710,1179.024,84057.0,0.840641076,0.622017819,0
466.249387,250.1043018,92321,1180.478,90178.0,0.843952802,0.752003469,0
383.1890177,233.3566734,70360,1030.869,67883.0,0.793181118,0.697810444,0
304.1003495,191.2982735,46443,884.495,43901.0,0.777354334,0.648741706,0
227.2937917,191.1090383,34787,699.415,33662.0,0.54134302,0.792998657,0
388.6927274,257.5462902,80094,1112.212,77043.0,0.748976897,0.72693048,0
393.214664,212.9548238,67701,1014.789,64875.0,0.840653105,0.77052354,0
280.1490165,200.2718741,44944,840.167,42609.0,0.699251006,0.673127962,0
380.7191934,267.0341186,81779,1075.307,79510.0,0.712773879,0.73159735,0
320.8119081,235.3860453,60597,927.048,58857.0,0.679452185,0.690364202,0
349.1971378,251.6796378,69536,1032.358,67754.0,0.693207597,0.655261122,0
308.2324435,227.2577315,55879,887.109,54842.0,0.67557273,0.73819523,0
408.8096881,245.4408089,80474,1099.512,78352.0,0.799715505,0.684273038,0
401.7420402,231.5372369,74481,1055.302,72447.0,0.817214876,0.709103722,0
324.2950626,230.9972581,59977,940.22,58239.0,0.70186924,0.721190282,0
409.486907,292.9160989,96072,1174.166,93879.0,0.698792225,0.767668921,0
381.1754896,230.0560205,70141,1050.867,68129.0,0.79733001,0.65970447,0
411.6968203,231.7495984,76449,1071.612,74426.0,0.826515979,0.679453706,0
324.3616267,242.2285019,62580,941.486,60650.0,0.665065172,0.721542781,0
722.8539172,311.3413551,176818,2098.263,136340.0,0.902489762,0.529774048,0
381.2139503,218.2168451,66476,1002.035,65051.0,0.81995626,0.644356396,0
376.6504925,249.5294544,74373,1050.221,72219.0,0.749065428,0.777794531,0
421.0948928,248.0867654,83634,1148.651,81405.0,0.808025921,0.713728344,0
373.1976471,243.8811053,71937,1024.256,70196.0,0.756934744,0.690789927,0
352.011403,250.8148535,70274,978.434,69120.0,0.701652699,0.703439853,0
297.7657247,241.9344257,58178,915.496,56327.0,0.582962247,0.727739018,0
292.8989067,248.4080201,58095,921.613,54983.0,0.529833692,0.725273711,0
440.3896311,306.1052886,107423,1228.366,105020.0,0.718934015,0.714616222,0
257.6418527,181.1570788,37442,737.637,36113.0,0.71105609,0.694480769,0
408.9260276,273.8879417,89063,1120.019,87429.0,0.742565182,0.703574648,0
314.4309771,236.183035,58867,903.769,57785.0,0.660138051,0.732865767,0
368.4507096,243.9751621,72585,1040.716,69846.0,0.749358072,0.676723637,0
404.3163937,258.8920062,83499,1103.153,81456.0,0.768107985,0.725472034,0
339.5850181,234.6979363,64424,970.754,61959.0,0.722728935,0.712041464,0
376.1885565,210.6115221,63756,989.499,61730.0,0.82858974,0.632188028,0
421.1693384,191.1698622,64406,1018.553,62835.0,0.891051301,0.786145031,0
340.8169568,204.432884,56217,915.939,52651.0,0.800126045,0.683504044,0
353.1098719,243.0010336,68383,972.971,67093.0,0.725545687,0.76069161,0
270.5553766,220.1186723,46805,833.117,45160.0,0.581451809,0.686071949,0
362.6681085,209.5097184,60916,950.717,58989.0,0.81625629,0.732782609,0
359.3755027,161.7023657,48490,901.17,44007.0,0.893051844,0.644743975,0
344.309794,242.6836332,65825,948.889,65062.0,0.709365401,0.769218037,0
291.0010917,170.7762667,40133,769.691,38724.0,0.809690001,0.780883243,0
368.7863065,221.2409483,65057,977.085,63514.0,0.800062704,0.663844642,0
306.3041431,196.6171927,48631,843.96,46403.0,0.766786821,0.637631572,0
280.3131243,254.6003304,56989,875.659,55746.0,0.418381972,0.730654294,0
265.0402262,184.8022541,39564,754.022,38153.0,0.716817189,0.682497943,0
323.1877163,261.0119111,67032,944.713,66094.0,0.589707296,0.738719809,0
330.0249642,221.9197863,58973,919.044,57303.0,0.740157695,0.716762355,0
376.3751871,208.7278098,63997,998.47,61289.0,0.832134559,0.63947956,0
317.1723252,222.7534529,56849,909.604,55114.0,0.711870752,0.714254241,0
278.5021961,216.7666389,49075,854.724,45567.0,0.627855296,0.714070801,0
380.4147762,244.0280812,74175,1048.486,72215.0,0.767140615,0.720924428,0
365.3190043,230.5255523,67299,989.581,65495.0,0.775762211,0.697943308,0
267.7377387,170.8372462,37747,754.366,34977.0,0.769972704,0.669480333,0
373.4424261,264.474304,79086,1074.702,76407.0,0.706005483,0.731251436,0
338.5866405,257.3438202,69844,1006.22,66998.0,0.649860993,0.757604541,0
351.396481,209.8812282,59225,940.413,57310.0,0.80203462,0.699832704,0
404.5731673,252.0663638,81999,1100.85,79106.0,0.782187815,0.72851683,0
368.3727265,198.7746557,59040,973.599,56837.0,0.841920242,0.634965144,0
352.5027525,194.9811366,54875,921.762,53497.0,0.833092526,0.691175711,0
356.4633214,212.119231,60664,970.932,58591.0,0.803676777,0.784413741,0
339.6034558,227.7259242,62130,946.487,60313.0,0.741851492,0.726680161,0
334.4176092,282.6808891,74945,1052.159,72483.0,0.534302927,0.706179792,0
340.4047822,204.3355331,55143,928.274,52836.0,0.799795765,0.817388614,0
385.3917044,230.7152076,70719,1026.686,68119.0,0.801009823,0.6593012,0
421.8829433,254.3101831,86319,1168.247,83490.0,0.797893855,0.70994898,0
430.8651894,229.2867182,79297,1140.399,74612.0,0.846647455,0.665346888,0
328.5871474,173.3469657,46287,867.003,44081.0,0.849522441,0.638466441,0
271.6656922,189.484632,41587,781.97,39724.0,0.716592623,0.724282537,0
418.5556402,274.9231996,92636,1196.03,89051.0,0.754031829,0.738675293,0
352.4413648,210.0642098,58810,934.684,57612.0,0.80296515,0.647718841,0
348.8811561,245.9761755,69233,1036.517,65740.0,0.709164675,0.740815867,0
362.7413898,247.0913226,71994,1010.809,69997.0,0.732118179,0.722542219,0
422.0984896,237.6386774,78465,1114.88,75540.0,0.82646137,0.705085125,0
310.7243688,192.9038367,48183,850.782,46397.0,0.783953309,0.655278582,0
364.7840178,218.5661729,63724,981.059,61967.0,0.800624837,0.687300355,0
444.6108356,253.2065911,91704,1189.483,87149.0,0.82199021,0.716220548,0
418.4081341,207.825511,69356,1073.138,67798.0,0.867919298,0.691026582,0
310.6056284,204.6545873,51007,855.392,49604.0,0.752240304,0.760809215,0
412.7569409,275.2848499,90865,1141.296,88407.0,0.74510983,0.717962253,0
277.3532801,216.2720505,48457,820.106,46601.0,0.626064816,0.761653373,0
350.9683575,195.8674449,56120,930.619,53121.0,0.82978902,0.732663025,0
377.616572,272.6713449,82949,1084.306,80101.0,0.691804118,0.725486822,0
364.7445188,248.7961897,71504,1024.207,69781.0,0.731248797,0.693937827,0
290.7535562,258.3843539,60254,908.357,58460.0,0.458544698,0.774756149,0
400.5028283,197.7035112,64962,1026.109,61792.0,0.869667343,0.701161946,0
395.2097616,254.3765834,80285,1097.299,78084.0,0.765320366,0.703003457,0
372.4843101,224.0094059,66639,1008.276,63402.0,0.798953455,0.676634437,0
332.2648929,190.3513649,51847,928.016,48809.0,0.81963199,0.66134168,0
285.4020871,220.8199013,50879,841.666,49039.0,0.633533709,0.714770872,0
364.5828035,228.8007673,67524,995.692,64669.0,0.778561165,0.655845605,0
